Taxon Name,Influent_WWTP_1_24_24_MH1_S480,Influent_WWTP_2_1_24_MH1_S340,Influent_WWTP_1_24_24_MH2_S478,Influent_WWTP_1_24_24_MH3_S479,Influent_WWTP_1_24_24_MH4_S476,Influent_WWTP_2_1_24_MH2_S339,Influent_WWTP_2_1_24_MH3_S346,Influent_WWTP_2_1_24_MH4_S341,Influent_WWTP_2_10_24_MH2_S348,Influent_WWTP_2_10_24_MH3_S338,Influent_WWTP_2_10_24_MH4_S337,Influent_WWTP_2_14_24_MH2_S349,Influent_WWTP_2_14_24_MH3_S343,Influent_WWTP_2_14_24_MH4_S342,Influent_WWTP_7_31_23_MH2_S477,Influent_WWTP_7_31_23_MH3_S355,Influent_WWTP_7_31_23_MH4_S347,Influent_WWTP_7_24_23_MH2_S473,Influent_WWTP_7_24_23_MH3_S359,Influent_WWTP_7_24_23_MH4_S358,Influent_WWTP_7_17_23_MH2_S474,Influent_WWTP_7_17_23_MH3_S351,Influent_WWTP_7_17_23_MH4_S350,Influent_WWTP_7_10_23_MH2_S353,Influent_WWTP_7_10_23_MH3_S354
Sphingomonas sp. NIBR02145,318,8,94,84,15,8,10,15,19,25,22,16,11,13,22,20,10,22,19,13,14,42,49,28,14
Chlorella sorokiniana,1,,1,17,4,4,1,1,8,9,,4,2,4,19,73,14,6,6,2,2,2,22,4,7
Streptosporangium sp. 'caverna',317,,50,18,5,4,2,3,1,7,8,2,3,5,7,16,11,25,9,9,10,18,32,8,9
Brevundimonas sp. SL130,317,3,101,66,16,12,20,12,22,16,13,14,13,14,98,32,61,22,23,26,30,25,47,72,21
Cellulophaga baltica,316,24,15,12,77,13,71,71,9,9,17,4,26,25,9,16,18,7,12,18,8,23,5,36,19
uncultured bacterium 259,316,,,,,,,,,,,,,,,,,,,,,,,1,
Lysobacter lycopersici,316,159,660,360,214,95,230,269,198,143,158,122,96,117,256,560,400,383,545,311,94,207,436,291,111
Variovorax sp. PV24,40,1,,17,3,,2,4,5,,1,1,,1,,1,3,,,,3,,,,1
Brevundimonas diminuta,315,73,480,510,154,41,97,137,103,104,125,100,91,72,259,136,130,304,96,60,278,96,153,162,95
Mycobacterium stomatepiae,315,,23,19,2,,1,1,2,2,4,2,,,5,16,22,21,21,14,18,18,19,16,16
Cyclonatronum proteinivorum,315,2,14,13,,,8,11,6,2,3,4,3,3,7,9,15,10,5,8,2,15,12,12,14
Roseomonas marmotae,315,2,114,65,7,9,13,6,37,12,24,14,21,17,96,106,72,26,28,16,25,38,59,78,34
Flavobacteriaceae bacterium 3519-10,314,41,57,24,54,8,37,37,5,3,16,14,14,18,1,4,11,14,22,13,1,16,7,13,15
Mycolicibacillus parakoreensis,314,3,5,4,3,,,1,2,3,2,2,1,1,16,13,21,23,24,24,8,21,41,14,6
Sphingopyxis sp. USTB-05,211,51,403,596,223,61,235,181,153,148,192,78,116,116,82,109,97,168,86,86,38,103,144,85,64
Leucobacter allii,314,10,51,30,7,9,10,7,16,10,12,9,4,19,48,51,35,37,37,20,15,32,46,29,21
Saccharopolyspora gregorii,313,1,1,1,,3,,2,4,5,4,,2,,6,22,8,5,8,8,,26,15,7,2
Nocardioides campestrisoli,313,4,56,10,4,1,5,,24,12,9,,8,2,3,25,17,14,14,8,13,81,41,13,11
Devosia sp. SL43,313,3,43,49,2,5,2,5,8,16,16,13,15,8,15,42,42,31,54,46,19,77,71,45,37
Muminvirus mumin,312,9,7,,12,2,7,8,7,1,8,2,,2,50,3,3,7,,,18,4,6,7,6
Flavobacterium aestivum,92,245,380,407,651,226,551,469,265,411,741,388,715,602,11,7,3,40,9,8,16,10,22,16,13
Blautia obeum,201,968,466,1659,647,917,962,764,676,690,351,1157,1022,1043,38,17,26,50,57,84,45,84,78,115,98
Modestobacter sp. L9-4,309,2,26,21,2,3,1,8,14,10,7,5,2,2,5,12,6,4,7,3,7,19,13,6,5
Micromonospora sp. WMMD882,309,2,16,6,1,2,,4,1,3,4,4,,4,10,5,8,2,,5,11,9,11,1,
Caulobacter sp. NIBR1757,309,17,118,144,24,24,21,10,39,44,45,41,58,62,92,84,70,45,30,35,60,153,129,157,158
Listeria innocua,1,16,19,4,3,6,6,4,1,1,1,4,10,5,2,5,,4,3,17,6,8,11,13,143
Ferrigenium kumadai,308,29,178,111,36,43,67,36,40,38,35,29,54,50,54,57,48,418,160,142,866,241,657,860,357
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1,308,11,54,68,5,4,2,2,14,7,21,17,17,11,24,51,59,76,74,34,12,48,126,64,383
Methylomarinovum sp. IN45,308,2,29,26,4,6,16,9,12,5,8,5,4,8,14,25,20,26,15,13,13,16,60,11,20
Aeromonas allosaccharophila,259,6068,4143,2606,3422,5153,3656,3155,7057,3977,3931,7320,4779,4578,35,20,31,39,24,38,140,16,37,26,27
Pedobacter heparinus,307,7,12,64,30,10,40,70,12,6,37,11,14,14,9,13,30,24,21,17,21,43,39,111,17
Pseudonocardia autotrophica,307,,8,6,1,3,2,5,8,8,3,3,2,3,4,10,16,15,29,12,19,15,22,10,4
Streptomyces flavofungini,307,,8,1,1,1,1,1,,,3,1,,,,5,1,2,7,2,1,7,9,6,2
Rhodovastum atsumiense,307,34,152,126,29,20,49,42,48,34,30,53,36,31,113,98,97,111,86,41,79,85,106,81,47
Acidipropionibacterium virtanenii,307,4,36,8,3,6,4,5,3,3,2,2,2,4,8,3,11,16,10,10,7,34,40,15,22
Microbacterium phage Camille,151,,,4,,,,,,,,,,,,,1,,,,,,,1,
Pseudomonas sp. AR5,307,6,56,42,12,5,14,17,26,17,4,4,10,12,7,4,15,4,1,1,9,13,21,8,6
Veillonella parvula,306,89,175,237,231,53,213,256,63,26,17,98,101,56,6,1,3,23,3,29,13,17,8,20,14
Melittangium boletus,306,2,24,26,5,5,11,3,7,12,7,4,8,4,52,42,52,54,46,30,27,29,55,121,11
Belliella baltica,306,44,70,102,103,52,127,135,389,137,144,253,140,157,30,6,11,31,19,12,28,40,6,36,33
Pseudobdellovibrio exovorus,180,5,15,1,7,18,15,19,14,4,3,4,8,19,,2,,8,4,3,,2,3,2,6
Achromobacter spanius,305,43,228,185,104,49,96,62,106,50,55,58,60,73,106,86,219,88,70,54,232,96,133,194,47
Tessaracoccus flavescens,305,193,1044,488,135,272,212,163,196,183,148,180,205,227,147,663,759,634,783,740,280,594,751,671,662
Agromyces soli,305,1,44,17,2,2,5,4,10,7,8,9,10,8,61,40,46,26,19,15,8,42,16,34,16
Pseudoxanthomonas winnipegensis,305,42,179,66,51,38,58,75,48,43,41,28,28,35,21,45,51,74,59,39,23,54,80,44,22
Sulfitobacter sp. S223,305,,14,26,1,,3,1,3,,,6,,3,4,12,9,1,4,2,2,4,12,4,1
Pseudomonas amygdali,39,60,169,98,32,21,34,40,103,57,74,54,72,46,61,60,74,410,37,24,53,26,28,27,20
Mycolicibacter minnesotensis,304,,15,11,1,1,3,,4,,4,1,4,7,10,31,42,58,45,27,42,38,41,39,11
Azospirillum lipoferum,303,10,42,60,10,8,12,18,10,10,24,13,14,16,23,192,68,46,47,27,18,50,90,264,29
Tsukamurella tyrosinosolvens,303,7,118,110,19,4,15,12,28,33,18,40,23,21,139,538,282,332,384,399,187,300,390,373,148
Roseivivax sp. THAF197b,303,2,95,39,7,1,4,5,24,9,13,23,9,7,5,3,16,11,4,9,4,15,18,10,2
Cryobacterium sp. PAMC25264,303,2,11,1,5,,,,3,3,2,2,5,2,25,5,16,8,7,12,1,14,15,7,17
Flavobacterium columnare,302,186,411,471,787,148,526,766,184,218,470,251,301,208,22,14,34,18,6,10,32,52,21,23,34
Pedobacter suwonensis,302,8,11,21,20,8,31,30,10,8,12,6,17,13,14,6,35,9,4,20,13,16,31,34,15
Herbaspirillum robiniae,302,41,232,145,87,82,113,84,191,88,107,64,75,114,76,88,117,88,68,73,195,132,212,125,93
Candidatus Nanosynbacter lyticus,302,,13,54,1,1,3,,11,3,2,15,2,2,22,4,2,22,9,4,52,4,10,12,3
Janthinobacterium sp. 17J80-10,78,23,162,78,50,39,59,61,50,39,68,29,44,71,44,41,116,250,36,47,83,92,89,96,36
Sulfuricystis multivorans,301,140,315,219,120,94,121,129,80,122,84,72,136,99,82,95,110,205,45,55,224,183,243,145,121
Chitinophagaceae bacterium LGM1,301,12,25,15,9,8,4,8,1,12,4,13,3,6,9,10,8,10,10,9,8,12,9,6,7
Methylobacterium nodulans,300,8,169,108,27,10,18,16,40,49,36,37,23,36,58,108,73,54,82,37,76,99,126,80,61
Lactarius trivialis,300,,,,,,,,,,,,,,,,,,,,,,,,
Micromonospora siamensis,300,2,11,3,2,4,2,3,4,6,1,3,1,,,6,11,3,13,2,39,26,25,2,1
Azospirillum sp. TSH100,300,11,101,80,19,45,33,34,25,15,23,24,29,30,62,58,54,55,46,243,26,69,41,243,50
Gordonia jinghuaiqii,300,,18,198,5,,13,5,6,7,11,2,,,33,23,22,29,43,23,80,85,212,15,15
Sphingomonas nostoxanthinifaciens,300,12,23,47,6,9,2,10,23,11,17,7,7,6,9,12,23,18,19,16,10,31,31,14,14
Halopseudomonas maritima,300,14,66,26,19,8,19,19,14,12,20,19,13,14,8,8,24,12,10,9,22,14,15,10,8
Bifidobacterium breve,299,46,85,152,52,42,68,71,97,42,13,112,116,87,22,17,21,43,37,41,66,25,60,23,42
Membranipora membranacea,299,,,,3,1,3,1,1,,1,,,1,2,3,6,,,,,,,,
Stenotrophomonas rhizophila,299,75,587,455,150,71,155,184,187,115,210,108,95,119,61,96,144,140,65,64,63,136,119,91,109
Tessaracoccus defluvii,299,138,1169,492,95,233,146,124,122,157,98,77,155,189,73,187,174,238,317,306,102,326,355,244,220
Medioppia subpectinata,299,6,215,129,12,7,4,1,30,17,2,31,21,4,5,2,1,,2,3,9,,,1,
Aeromicrobium chenweiae,299,4,73,31,4,7,8,4,10,6,17,6,3,4,1,12,24,5,6,11,13,29,30,5,2
Streptomyces prasinus,298,,,,,,1,1,4,1,3,1,,2,4,5,6,3,2,10,2,13,17,3,11
Sphingobium phenoxybenzoativorans,279,20,115,133,26,15,22,30,35,31,19,33,36,21,51,73,81,147,75,76,46,60,137,94,42
Miniimonas sp. S16,298,8,117,133,17,20,13,15,17,46,18,12,16,32,39,35,47,35,60,45,47,76,114,32,36
Anarsia innoxiella,298,,14,,,,,,,,1,,1,,,,,2,,1,,,,4,
Stenotrophomonas sp. NY11291,298,3,8,15,7,6,3,3,,,2,9,2,2,,3,7,5,1,3,,5,4,8,3
Elioraea tepida,297,8,54,19,4,6,4,5,8,4,8,8,5,11,46,32,24,10,16,16,28,18,31,37,18
Flavobacterium sp. N2155,297,33,74,22,97,33,48,79,10,14,22,14,29,14,14,4,17,4,1,3,1,28,9,7,15
Microbacterium terricola,296,6,78,42,5,3,11,6,11,12,11,8,7,5,183,83,147,21,14,10,13,87,26,53,40
Granulibacter bethesdensis,211,7,19,15,9,2,9,10,12,10,2,5,5,2,15,33,16,10,16,5,13,31,23,64,163
Bordetella bronchialis,296,30,97,137,25,20,38,31,30,37,35,30,24,21,179,33,47,36,26,27,35,85,51,64,24
Thiocapsa bogorovii,296,19,52,74,14,14,12,20,15,14,8,18,29,10,48,53,54,63,38,39,53,94,82,35,60
Streptomyces sp. TLI_053,296,4,18,6,6,5,5,2,13,5,6,1,7,4,9,16,14,9,11,39,19,14,31,10,6
Nocardioides ochotonae,296,2,23,7,8,,3,5,8,12,7,8,10,8,15,17,17,10,15,13,9,28,23,19,9
Pseudomonas sp. B14-6,3,54,444,130,134,85,175,171,65,14,30,17,25,43,8,44,70,1,,,10,8,,1,2
Lutibacter sp. A64,296,19,9,10,80,27,89,87,12,27,36,14,25,18,52,23,30,18,14,18,21,48,31,29,31
Flavobacterium humidisoli,296,81,130,151,154,76,203,237,83,187,154,79,169,141,20,4,7,4,2,9,14,6,8,10,7
Thiomonas sp. CB2,34,25,94,53,27,28,24,25,31,29,27,38,24,31,15,17,19,46,16,15,30,21,28,31,13
Sphingobacterium psychroaquaticum,247,10,1,,18,10,8,48,,17,4,7,11,9,4,6,11,1,15,6,8,22,18,8,5
Gordonvirus captnmurica,295,,,,,,,,,,,,,,,,,,,,,,,,
Xanthomonas arboricola,294,62,351,162,93,41,98,70,76,54,57,71,60,49,56,99,46,197,70,43,76,81,131,152,32
Pandoraea apista,294,40,123,55,41,24,62,55,18,39,37,27,37,34,134,31,39,15,39,16,53,96,51,34,20
Phocaeicola dorei,294,11795,1664,5445,3549,13026,3538,3472,3015,2597,2098,5849,7264,5667,75,53,74,139,89,111,138,97,99,110,88
Chloracidobacterium aggregatum,294,1,35,7,3,3,3,7,,4,3,4,5,8,7,11,13,7,7,17,14,11,28,12,18
Aurantimonas sp. HBX-1,294,9,65,59,8,11,3,15,13,8,23,6,7,12,46,46,50,24,32,25,23,37,64,34,24
[Pasteurella] aerogenes,4,11,13,22,5,6,5,6,4,4,5,2,5,31,4,2,13,3,1,,1,,4,2,8
arsenite-oxidising bacterium NT-25,293,12,226,63,5,3,3,1,16,54,20,10,32,10,12,26,20,20,13,13,22,31,20,9,8
Pseudomonas protegens,293,137,2132,740,228,136,260,176,678,577,784,134,413,392,182,305,452,76,112,73,133,219,174,126,87
Jeongeupia sp. HS-3,293,119,169,125,133,78,135,154,59,42,37,51,100,117,48,38,68,145,52,28,38,52,88,87,490
Candidatus Peribacteria bacterium,293,10,,7,19,11,8,3,4,2,2,9,4,9,10,7,5,1,,1,21,8,10,7,7
Methylosinus sp. C49,293,2,26,49,7,2,4,1,7,5,5,7,3,9,7,11,23,18,24,20,45,80,72,24,13
Bradyrhizobium sp. 200,293,3,74,94,7,9,16,17,10,12,16,13,11,14,39,40,48,78,65,36,23,60,64,60,43
Palpitomonas bilix,292,,,,,,,1,1,,3,,,,3,,,,,,,,,,
Tamlana carrageenivorans,149,20,24,27,23,26,28,31,7,6,28,14,20,12,4,2,2,1,1,4,6,10,10,7,12
Gordonia sp. 1D,291,,31,35,,,,7,,2,,,,1,,1,10,4,5,5,14,93,144,17,
Tsuneonella amylolytica,291,2,70,81,3,4,17,8,11,8,19,,8,9,13,21,21,13,8,9,23,52,83,11,10
Symmachiella dynata,291,1,1,9,4,,6,2,4,2,,2,9,4,20,16,39,13,20,30,17,20,23,17,33
Chryseobacterium sp. POL2,291,575,2445,727,2476,688,685,1101,249,227,1910,1130,1360,620,17,23,32,25,9,6,28,18,20,13,20
Rhodococcus rhodochrous,133,,32,34,1,,8,10,12,5,4,9,1,13,14,40,33,65,27,34,23,43,40,41,19
Comamonas sp. KV36,290,6,28,35,2,2,24,7,8,10,1,7,13,8,13,11,5,2,5,8,12,10,8,7,
Pseudomonas nitroreducens,289,25,721,433,75,47,93,103,245,103,165,62,63,129,96,86,132,301,51,62,92,113,61,67,44
Sphingomonas sp. SUN019,289,6,143,220,9,4,6,6,33,20,19,3,6,15,7,17,6,10,20,16,7,22,51,21,6
Oppiella nova,288,33,153,264,64,27,36,39,63,148,128,76,70,53,22,1,2,,2,,4,4,5,6,3
Microbacterium pygmaeum,288,3,65,55,1,8,,8,14,12,8,9,5,10,1370,102,236,50,22,17,10,116,15,27,41
Mycolicibacterium hippocampi,1,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium enshiense,87,17,78,86,94,39,55,69,29,24,44,19,19,20,2,7,2,12,2,6,4,9,3,3,2
Microbacterium sp. No. 7,288,28,231,120,27,20,7,36,47,16,19,30,24,40,971,263,398,73,66,84,50,155,86,88,75
Qipengyuania xiapuensis,288,1,8,6,2,,4,2,2,3,7,1,1,6,2,2,3,6,5,2,,11,10,5,3
Blastococcus sp. PRF04-17,288,4,27,31,8,,6,2,5,10,1,4,2,4,18,10,31,5,9,10,26,28,40,8,3
Methylococcus mesophilus,288,24,54,68,7,22,28,14,20,17,19,23,32,19,13,24,50,28,47,17,28,39,65,26,26
Microbacterium sp. zg-Y818,288,3,52,33,9,1,1,3,12,5,6,4,6,11,116,47,69,15,20,13,10,57,7,32,39
Yersinia intermedia,287,341,405,190,116,259,119,145,324,50,71,180,44,98,4,3,19,18,24,10,6,6,6,44,10
Paludibaculum fermentans,287,35,44,41,17,21,29,11,21,9,10,10,21,17,73,116,178,226,188,121,44,172,264,112,71
Alcanivorax sp.,287,60,99,104,46,38,50,44,36,53,39,39,37,39,25,52,70,188,47,44,72,86,105,48,48
Mycobacterium senriense,287,2,,19,,,2,,2,1,2,,,,11,7,30,10,20,18,12,26,14,14,4
Acinetobacter sp. GSS19,287,16,64,203,42,33,36,51,39,103,93,12,45,32,6,,3,12,5,2,3,,,7,2
Mixta intestinalis,286,15,21,295,6,30,4,12,4,4,6,8,3,,11,3,3,2,,2,,3,10,3,
Labrys sp. KNU-23,286,36,333,285,23,50,23,23,74,56,66,42,45,112,55,105,82,92,79,87,50,104,156,77,47
Ralstonia syzygii,285,17,136,128,43,81,43,39,78,26,26,34,44,37,38,58,42,38,41,21,58,87,47,51,48
Methanoculleus chikugoensis,285,2,1,10,4,6,21,5,6,6,1,9,,1,6,1,5,1,4,4,,8,10,8,4
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,285,10,12,11,29,6,19,28,12,7,17,16,24,13,8,3,5,19,16,16,11,23,24,8,16
Rhodococcus sp. SGAir0479,285,2,19,13,3,2,3,,3,,4,,2,3,6,40,29,23,33,21,6,18,31,15,14
Rathayibacter sp. VKM Ac-2760,285,2,26,6,,4,5,1,9,,5,5,3,5,64,30,41,5,3,12,15,43,14,10,13
Leifsonia xyli,284,2,20,28,2,10,2,1,14,13,10,7,12,15,129,77,102,78,36,26,80,87,27,30,32
Vibrio furnissii,284,79,22,22,42,31,42,63,51,23,18,50,49,44,5,2,25,7,7,12,1,22,18,13,4
Methylobacterium phyllosphaerae,284,5,9,25,6,3,,5,21,4,5,1,5,7,3,23,41,29,11,2,6,11,19,18,1
Lichenihabitans sp. PAMC28606,284,2,8,10,,1,4,1,2,1,5,,2,4,1,8,16,3,6,5,6,8,14,6,11
Sphingobacterium multivorum,283,52,102,49,106,45,94,91,26,22,23,36,57,51,22,15,19,19,8,4,20,66,9,19,24
Flavobacterium sp. KP1,283,18,835,1779,87,13,45,33,1477,536,90,1595,298,304,,,,,,2,,,,,30
Sphingobium sp. RAC03,283,3,125,112,33,7,24,30,28,52,34,16,25,24,23,12,27,66,13,9,11,36,39,164,20
Sphingobacterium faecium,282,12,23,37,29,19,40,33,7,17,13,14,17,14,19,6,14,19,3,12,13,25,9,14,16
Micromonospora zamorensis,282,2,13,5,,,,,3,1,1,,,2,7,10,14,,8,5,5,6,4,4,5
Streptomyces sp. RTd22,282,2,32,6,8,2,,2,7,5,,3,1,,3,14,9,2,9,2,,13,21,5,4
Diaminobutyricimonas sp. LJ205,282,1,10,4,2,,3,2,4,3,1,6,,3,240,27,23,11,14,10,7,27,11,29,12
Xanthomonas theicola,281,26,121,90,52,17,71,64,44,18,31,23,44,20,31,33,50,82,13,25,18,25,90,26,11
Citrobacter braakii,208,599,1257,1376,833,454,549,926,281,143,126,345,236,277,15,15,15,11,18,29,34,23,17,41,19
Nocardioides humi,281,5,84,62,11,2,11,4,16,8,4,22,5,16,7,16,32,14,26,21,16,57,135,20,15
uncultured bacterium 183_21_D14,281,18,126,38,16,17,31,31,27,25,32,43,33,37,11,31,15,10,12,9,26,34,24,27,2
Kaistella daneshvariae,51,40,125,15,86,22,99,93,12,11,12,14,44,22,13,3,8,7,5,12,9,15,6,11,26
Kitasatospora sp. YST-16,281,,1,18,2,2,3,3,3,6,1,6,5,4,3,9,11,7,11,8,12,13,15,1,1
Erythrobacter neustonensis,280,3,66,51,6,4,13,12,33,11,28,9,13,16,10,19,7,16,12,10,11,55,89,13,9
Vermamoeba vermiformis,280,,,,,,,1,1,,,2,,,,,,,,,,,1,,1
Sphinx2.36-related DNA,280,,135,54,6,1,1,,38,23,12,36,20,2,,,,,,,,,,,
Methylobacterium organophilum,270,3,31,54,3,4,12,9,9,9,6,6,3,9,19,32,31,34,24,17,11,22,28,26,13
Kitasatospora aureofaciens,279,,2,1,3,1,3,,3,5,1,1,,,2,18,1,26,,3,98,17,7,15,1
Nakamurella multipartita,279,22,545,396,30,34,52,42,130,52,64,57,29,39,102,256,178,118,99,153,92,106,198,72,107
Streptomonospora litoralis,279,2,,,1,1,2,1,,,6,2,,10,6,7,8,14,9,5,23,14,16,6,3
Nocardioides cynanchi,279,,27,6,5,1,6,1,11,11,9,1,19,2,41,18,29,8,11,7,11,38,48,13,8
Duganella dendranthematis,279,87,646,312,101,87,97,103,3704,3064,2794,117,96,96,39,45,83,1320,47,37,104,110,142,108,142
Intestinibacter bartlettii,278,8,33,8,18,11,37,27,4,8,4,1,12,10,5,2,2,12,14,12,22,13,24,16,5
Chryseobacterium cucumeris,278,26,24,24,28,17,47,24,6,2,9,19,6,5,8,3,11,2,8,4,4,9,6,8,8
Streptomyces sp.,277,,8,5,1,,,,4,1,1,,1,2,3,7,4,9,2,2,2,6,2,7,3
Reclinomonas americana,277,,,,3,2,,1,1,1,,,1,,2,,,,,,,,1,,
Pseudolabrys taiwanensis,277,8,74,98,16,16,5,7,18,11,17,9,10,21,59,61,58,64,56,47,80,41,84,87,35
Sphingomonas sp. Ibu-2,277,,,1,,,,,,,,,,,,,,,,,,,3,,
Burkholderiales bacterium GJ-E10,206,28,118,98,35,41,34,30,31,17,28,51,60,27,35,26,39,47,44,15,44,42,71,34,28
Pseudomonas sp. ACM7,277,58,313,135,204,62,264,233,194,62,103,51,95,70,64,227,309,5,12,3,14,39,22,20,8
Aeromicrobium wangtongii,277,,49,37,1,,4,2,5,6,8,3,5,4,6,25,8,9,8,3,13,21,15,4,5
Acinetobacter sp. TGL-Y2,276,91,974,1908,247,108,168,215,424,1469,1189,201,237,222,8,7,4,,,2,4,2,3,3,7
Streptomyces sp. PBH53,276,2,1,,,2,,,1,2,1,,2,3,27,1,2,18,11,11,6,2,5,,1
Pseudomonas campi,276,249,8079,2078,940,364,962,949,1207,1397,1797,332,705,893,296,389,952,88,116,63,453,450,159,97,131
Luteibacter aegosomatis,276,4,44,16,13,7,13,10,10,13,16,10,18,12,7,15,19,9,13,17,18,19,21,15,16
Flavobacterium flavigenum,276,137,160,166,384,80,188,253,108,169,258,140,190,141,44,4,3,14,4,5,178,15,11,64,41
Athripsodes cinereus,275,,,,1,2,,1,1,3,,,,1,1,3,1,4,3,,3,,,3,1
Micrococcus yunnanensis,275,,4,5,,,3,1,4,1,1,1,2,,,,,,3,,,3,2,,1
Castellaniella defragrans,274,68,275,179,68,66,80,53,70,108,69,98,105,75,77,96,99,175,116,131,63,128,275,164,120
Niastella koreensis,274,16,9,17,19,12,8,23,14,6,4,2,12,6,43,11,9,15,13,17,17,24,21,23,31
Aeromicrobium duanguangcaii,46,2,6,10,,,2,3,2,3,2,,5,1,2,9,13,6,6,7,3,18,32,3,20
Nitrobacter hamburgensis,273,15,95,86,9,8,10,32,26,20,34,26,16,17,59,98,90,182,211,107,69,86,223,190,59
Actinosynnema pretiosum,273,1,20,7,3,1,7,10,3,6,5,3,3,2,11,16,14,15,28,5,10,17,47,8,7
Sulfitobacter pontiacus,273,5,38,38,5,6,9,5,24,6,6,5,12,5,8,14,16,5,8,5,3,10,19,7,3
Azospirillum sp. B510,273,31,101,69,9,10,23,14,41,35,21,32,14,54,82,86,47,151,262,45,65,72,87,359,124
Citricoccus muralis,128,1,30,7,2,2,1,1,4,6,1,7,4,1,2,8,12,11,4,8,4,8,7,8,8
Actinoplanes sichuanensis,273,,12,8,3,3,2,1,7,8,3,6,7,,9,9,13,10,20,11,8,23,20,12,11
Nitrosospira lacus,273,14,100,21,7,9,26,11,9,20,2,9,9,13,32,36,51,29,24,27,28,24,33,34,26
Corynebacterium variabile,140,,62,21,,2,2,,7,5,9,2,6,6,3,1,24,14,9,15,2,7,24,13,10
uncultured Limnohabitans sp.,272,2,,4,7,1,2,,5,3,,1,2,2,2,1,1,,,1,1,3,4,1,
uncultured proteobacterium 90H6,272,7,193,42,44,19,18,17,58,65,61,71,52,53,5,51,28,21,24,27,38,54,61,43,26
Blastochloris viridis,170,23,109,73,15,14,26,48,35,38,12,14,38,26,50,56,70,64,64,61,41,81,118,88,30
Myoviridae environmental samples,271,1,,,1,1,,,,,,,,,3,3,3,11,1,1,3,,1,5,4
Bordetella sp. J329,271,11,52,56,24,26,52,35,33,8,13,33,19,28,13,10,34,35,12,18,15,59,58,71,9
Microbacterium sp. 10M-3C3,271,3,73,50,17,,7,15,27,10,15,15,17,15,493,130,174,58,25,36,17,107,44,67,40
Acinetobacter sp. FDAARGOS_724,271,27,2068,1860,108,35,253,233,1423,1760,1462,1356,1048,143,,,,,,,,,6,1,
Shewanella sp. Scap07,271,1,4,,1,11,11,1,6,7,1,5,3,2,1,6,8,20,,,,6,3,14,
Actinomarinicola tropica,271,1,42,28,13,6,7,4,7,9,5,13,6,9,19,64,64,25,38,21,20,90,156,14,8
Yersinia kristensenii,270,15,9,16,5,14,8,7,11,1,,9,7,10,2,,,1,,1,1,,2,2,3
unidentified,1,13,47,25,13,8,15,15,18,23,22,5,11,21,2978,2798,5334,1086,1084,1283,1013,1948,1880,1180,1205
Heterobilharzia americana,270,,7,,,,,,,2,,,,1,,,,,,,,,,3,
Flavobacterium sediminilitoris,270,53,131,225,318,57,133,136,32,63,101,43,142,82,4,2,3,3,3,4,25,17,5,4,7
Leucobacter sp. CX169,270,1,10,5,,1,3,5,6,1,8,5,4,1,77,243,139,16,9,7,19,155,23,83,26
Mycobacterium gordonae,269,,8,36,4,1,6,,7,1,1,1,1,3,13,26,29,32,12,28,19,11,57,56,29
[Ruminococcus] lactaris,8,282,213,364,392,353,455,361,166,419,162,346,583,449,23,21,19,57,76,67,47,36,28,75,47
Actinopolyspora erythraea,269,,8,1,,,,1,1,1,,1,,1,3,6,2,3,6,3,7,5,10,1,7
Flavobacterium keumense,269,102,126,162,206,124,263,163,106,277,151,83,145,112,6,3,9,3,1,3,19,27,10,12,15
Microvirga ossetica,269,3,66,104,12,13,27,17,14,14,43,8,18,19,190,106,105,64,44,25,24,79,67,189,58
Trinickia violacea,269,10,115,16,9,14,37,19,25,12,25,17,31,19,31,16,61,152,19,23,6,28,69,11,17
Microlunatus elymi,269,5,32,26,4,,9,2,17,1,1,3,15,8,15,16,23,18,25,17,9,22,38,10,7
Mycolicibacterium vinylchloridicum,1,,,,,,,,,,,,,,,,,,,,,,,,
Lysinibacillus sp. Ag94,269,1,7,1,,,,,,,,,,,,,2,,,,6,6,1,,2
Flavobacterium praedii,269,324,359,462,989,273,692,579,297,470,959,514,632,685,32,11,4,14,13,34,15,31,10,21,31
Agrobacterium radiobacter,268,,6,,,,,,3,3,2,5,4,4,2,9,,2,2,,,,,6,
Legionella israelensis,268,3,,2,2,,3,2,165,7,9,9,11,9,11,5,8,7,5,13,1,2,8,7,64
Allochromatium tepidum,268,25,46,36,30,24,25,17,27,17,23,26,19,26,63,32,43,57,33,41,54,75,118,43,50
Aeromonas taiwanensis,268,1038,1464,753,740,789,548,608,1438,370,747,3014,779,1954,6,6,10,1,8,10,4,4,12,6,5
Corynebacterium aquatimens,268,,2,8,,,2,,1,1,,,,,,3,,4,,,1,8,,,2
Acinetobacter sp. LoGeW2-3,268,32,273,515,69,40,35,64,114,259,249,46,105,73,2,1,5,1,,1,8,3,1,1,2
Oryza sativa,267,16,115,11,36,19,48,28,15,34,19,29,9,25,61,32,18,26,7,16,12,13,21,21,24
Acinetobacter dispersus,267,432,1318,2025,620,351,634,673,246,586,998,261,755,722,3,2,,8,4,3,1,1,4,1,1
Sphingobium sp. YBL2,267,9,42,27,4,16,8,2,15,8,19,8,7,8,9,18,9,8,7,8,46,23,47,14,9
